,name,neighborhood,address,latitude,longitude,stars,review_count,categories
155406,"""ReBAR""",Downtown,"""1225 S Main St""",36.1565071,-115.1535546,4.5,83,Gastropubs;Nightlife;Bars;Antiques;Restaurants;Shopping;Wine Bars;Dive Bars
155472,"""Carbone""",The Strip,"""3730 Las Vegas Blvd S""",36.107199,-115.176987,4,344,Italian;Restaurants
155611,"""SkinnyFATS""",South Summerlin,"""2010 Festival Plaza Dr, Ste 170""",36.149159,-115.333188,4.5,13,Restaurants;American (New);Breakfast & Brunch
155698,"""Griddlecakes""",,"""9480 S Eastern Ave""",36.017362,-115.117046,3.5,377,American (Traditional);Gluten-Free;Restaurants;Breakfast & Brunch
155838,"""Libre Mexican Cantina""",South Summerlin,"""11011 W Charleston Blvd""",36.1569658,-115.3335939,4,333,Nightlife;Fast Food;Restaurants;Cocktail Bars;Bars;Mexican
155847,"""Soyo Korean Barstaurant""",Southwest,"""7775 S Rainbow Blvd, Ste 105""",36.04680238,-115.2441707,4,819,Restaurants;Korean;Bars;Nightlife;Barbeque
155901,"""Taco Bell""",,"""4310 E Craig Road""",36.2406,-115.08005,2.5,23,Fast Food;Restaurants;Tex-Mex;Mexican;American (New)
155921,"""Rubio's""",,"""7290 W Lake Mead Blvd, Ste 3""",36.19648724,-115.2505432,4.5,99,Salad;Caterers;Event Planning & Services;Mexican;Seafood;Restaurants
155969,"""Chipotle Mexican Grill""",Southwest,"""3815 Blue Diamond Rd""",36.03978127,-115.1909016,3,49,Restaurants;Mexican;Fast Food
155975,"""China Pantry""",Downtown,"""755 S Grand Central Pkwy""",36.1643156,-115.1574463,2,8,Chinese;Restaurants
156029,"""Papa John's Pizza""",,"""5060 Boulder Hwy""",36.111031,-115.063331,2,24,Pizza;Restaurants
156039,"""Port of Subs""",Spring Valley,"""6080 W Badura Ave, Ste 140""",36.0628539,-115.2242872,3.5,34,Delis;Restaurants;Sandwiches
156070,"""Sonic Drive-In""",,"""2120 E Craig Rd""",36.2398981,-115.116839,3,47,Fast Food;American (Traditional);Hotels & Travel;Bed & Breakfast;Restaurants;Breakfast & Brunch
156146,"""Yukon Grille""",,"""4575 Boulder Hwy""",36.1241977,-115.0758045,4,20,American (New);Restaurants;Steakhouses;Food
156282,"""Pho Thien Huong""",Chinatown,"""6850 W Spring Mountain Rd, Ste F-06""",36.1271973,-115.2413372,4,11,Restaurants;Vietnamese
156417,"""The Magic Noodle""",Spring Valley,"""5165 S Fort Apache Rd, Ste 165""",36.0957104,-115.2982167,4.5,33,Restaurants;Noodles;Chinese
156420,"""Tea Station""",Chinatown,"""4355 Spring Mountain Rd, Ste 106""",36.125964,-115.1976,3,682,Food;Coffee & Tea;Restaurants;Taiwanese
156447,"""Raising Cane's""",Centennial,"""6051 N Decatur Blvd""",36.269717,-115.207249,4,34,American (Traditional);Chicken Wings;Chicken Shop;Fast Food;Restaurants
156462,"""Dude Where's my Hotdog""",Spring Valley,"""""",36.1148054,-115.2778317,4.5,19,Fast Food;Food Trucks;Hot Dogs;Food;Restaurants
156474,"""Yui Edomae Sushi""",Chinatown,"""3460 Arville St, Ste HS""",36.1270623,-115.1987289,4.5,72,Japanese;Sushi Bars;Restaurants
156518,"""Feast Buffet""",Northwest,"""4949 N Rancho Dr""",36.2498922,-115.2441383,2.5,140,Restaurants;Food;Buffets
156527,"""Café To Go""",The Strip,"""3555 Las Vegas Blvd S""",36.1163474,-115.1723373,4,5,Cafes;Restaurants
156531,"""Pizza Hut""",Sunrise,"""560 N. Nellis Blvd., #E1""",36.1693405,-115.0616453,2.5,15,Restaurants;Pizza
156564,"""IHOP""",Centennial,"""5970 Centennial Center Blvd""",36.27137207,-115.262993,3.5,68,Breakfast & Brunch;American (Traditional);Restaurants;American (New)
156635,"""Paid In Full""",Spring Valley,"""7225 S Durango Dr, Ste 105""",36.0569792,-115.2801062,4.5,50,Restaurants;Korean;Tapas/Small Plates;Japanese;Food;Street Vendors
156682,"""Rock n Roll Sushi""",The Strip,"""3049 S Las Vegas Blvd, Ste 20, Key Center""",36.1316722,-115.1642599,3,107,Sushi Bars;Restaurants;Japanese;Ethnic Food;Specialty Food;Imported Food;Food
156692,"""Cookie's BBQ""",Eastside,"""800 E Karen Ave""",36.14110845,-115.1436063,4,8,Restaurants;Barbeque;Soul Food
156704,"""Pampanga Specialty Delicacies""",Spring Valley,"""4135 S Buffalo Dr, Ste 102""",36.1136678,-115.2614725,3.5,15,Bakeries;Restaurants;Food;Filipino
156708,"""Coronado Cafe""",Southeast,"""9777 S Las Vegas Blvd""",36.01163429,-115.1758912,3,427,Restaurants;Diners
156716,"""Habib's Persian Cuisine""",Westside,"""2575 S Decatur Blvd""",36.1431353,-115.2085503,3.5,154,Desserts;Restaurants;Food;Middle Eastern;Persian/Iranian
156725,"""Mr. Ribs & Mrs. Rice""",Chinatown,"""4120 Spring Mountain Rd""",36.126894,-115.195024,4.5,58,Restaurants;Barbeque;Food;Food Trucks
156788,"""Thai D Togo""",Eastside,"""860 East Twain Ave, Ste 121""",36.12277518,-115.144583,4,62,Restaurants;Thai
156803,"""On The Border Mexican Grill & Cantina""",Northwest,"""5630 Centennial Center Blvd""",36.2645991,-115.2564117,3,217,Mexican;Restaurants;Tex-Mex
156842,"""The Tavern""",Westside,"""1113 S Rainbow Blvd""",36.1582265,-115.2446302,4.5,45,Restaurants;Nightlife;Arts & Entertainment;Pubs;American (Traditional);Sports Bars;Pool Halls;Music Venues;Bars;Casinos
156868,"""Donut Bar""",Downtown,"""124 S 6th St, Ste 140""",36.1679398,-115.1404681,4.5,637,Restaurants;Food;Coffee & Tea;Breakfast & Brunch;Donuts
156904,"""Great Steak & Potato""",Downtown,"""755 S Grand Central Pkwy""",36.1643156,-115.1574463,2,5,Restaurants;Fast Food
156923,"""Bahía Centroamerica Restaurant""",Westside,"""5000 W Charleston""",36.159578,-115.208656,4,24,Honduran;Restaurants;Nicaraguan;Mexican;Latin American;Salvadoran
156924,"""The Tap House""",Westside,"""5589 W Charleston Blvd""",36.1588017,-115.2182327,4,116,Bars;Italian;Nightlife;Restaurants
157023,"""Nathan's Famous""",The Strip,"""3645 Las Vegas Blvd""",36.1139518,-115.1678245,2.5,53,Hot Dogs;Restaurants;Breakfast & Brunch;Fast Food
157091,"""Other Mama""",Spring Valley,"""3655 S Durango, Unit 6""",36.12291303,-115.279937,4.5,480,Nightlife;Bars;Cocktail Bars;Restaurants;Live/Raw Food;Seafood;Sushi Bars
157097,"""Sonic""",Northwest,"""7390 W Cheyenne Ave""",36.2187196,-115.2568106,3,68,Restaurants;Fast Food;American (Traditional)
157110,"""Antojos la Güera Mexican Grill""",Eastside,"""3743-3799 E Desert Inn Rd, Ste 1""",36.12923481,-115.0925605,4,10,Mexican;Restaurants
157195,"""Binion's Gambling Hall""",Downtown,"""128 Fremont St""",36.171235,-115.144061,3,218,Restaurants;Event Planning & Services;Nightlife;Bars;Hotels & Travel;Hotels;Arts & Entertainment;American (New);Casinos;Lounges
157205,"""Burger King""",Summerlin,"""1280 N Town Ctr Dr""",36.1841691,-115.3090811,3,18,Fast Food;Restaurants;Burgers
157235,"""Herbs & Rye""",Westside,"""3713 W Sahara Ave""",36.14392422,-115.1917273,4,1155,Bars;Cocktail Bars;Nightlife;Italian;Tapas Bars;Steakhouses;Restaurants
157253,"""Subway""",,"""4111 Boulder Hwy""",36.1337103,-115.0850568,2.5,5,Restaurants;Fast Food;Sandwiches
157254,"""Del Taco""",Centennial,"""7757 N El Capitan Way""",36.30259006,-115.284756,3,35,Restaurants;Fast Food
157270,"""Longhorn Hotel & Casino""",,"""5288 Boulder Hwy""",36.1073052,-115.0593911,3,140,Hotels;Event Planning & Services;Restaurants;Arts & Entertainment;Casinos;Hotels & Travel
157347,"""Breakfast Buffet at Trump International Tower""",The Strip,"""2000 Fashion Show Dr""",36.1295381,-115.1725684,3,4,Tapas/Small Plates;Buffets;Restaurants
157350,"""Roberto's Taco Shop""",,"""6650 Vegas Dr""",36.1886106,-115.2403282,3,52,Restaurants;Fast Food;Mexican
157354,"""Pho Rose""",,"""1750 N Buffalo Dr, Ste 107""",36.1908365,-115.2587987,3,92,Vietnamese;Restaurants
157387,"""Taco Ole""",Southeast,"""4912 S Eastern Ave""",36.0995921,-115.1179537,3,3,Restaurants;Mexican
157425,"""Pot Tea Social House""",Southwest,"""7815 S Rainbow Blvd, Ste 102""",36.04637163,-115.2435887,4,273,Asian Fusion;Seafood;Taiwanese;Food;Coffee & Tea;Restaurants
157429,"""Timbers - Novat""",Northwest,"""3370 Novat St""",36.2215984,-115.3282387,3.5,67,Arts & Entertainment;Nightlife;American (Traditional);Restaurants;Breakfast & Brunch;Bars
157667,"""Thai Original BBQ""",Eastside,"""2680 S Maryland Pkwy""",36.1410827,-115.1364641,3,107,Restaurants;Thai
157672,"""Ice Land Vegas""",Westside,"""1000 S Rampart Blvd, Ste 15""",36.16036,-115.289683,4,39,Desserts;Cafes;Ice Cream & Frozen Yogurt;Food;Restaurants;Gelato;Coffee & Tea
157681,"""Rise & Shine - A Steak & Egg Place""",Southwest,"""10690 Southern Highlands Pkwy""",35.9949501,-115.2062178,4,1191,Food;Breakfast & Brunch;Steakhouses;American (Traditional);Grocery;Restaurants
157720,"""Little Tony's""",,"""2411 W Sahara Ave""",36.1427819,-115.1747468,4,158,Pizza;Restaurants;Italian
157750,"""Tropical Smoothie Cafe""",Spring Valley,"""9773 W Flamingo Rd, Ste 100""",36.1140637,-115.3052619,2,184,Food;Breakfast & Brunch;Restaurants;Salad;Sandwiches;Juice Bars & Smoothies
157772,"""Subway""",Downtown,"""755 S Grand Central Pkwy, Ste 1480""",36.1643156,-115.1574463,2.5,7,Sandwiches;Fast Food;Restaurants
157796,"""Wolfgang Puck Express""",Southeast,"""5757 Wayne Newton Blvd""",36.0823914,-115.1361061,2.5,74,Pizza;American (New);Restaurants;Sandwiches
157822,"""White Castle""",Downtown,"""107 N 4th St""",36.1701155,-115.1418332,2.5,39,Burgers;Fast Food;Restaurants;American (Traditional)
157842,"""Buffet of Buffets""",The Strip,"""3570 S Las Vegas Blvd""",36.11789821,-115.1749598,4,389,Restaurants;Buffets
157847,"""La Gloria""",The Strip,"""3570 Las Vegas Blvd S""",36.1161559,-115.1750576,2.5,62,Restaurants;Mexican
157863,"""Teriyaki Madness""",,"""7481 West Lake Mead""",36.1955672,-115.2567877,4,114,Asian Fusion;Restaurants;Hawaiian;Japanese
157880,"""Joe Philly's Pizza""",Southeast,"""6400 S Eastern Ave, Ste 25""",36.0731047,-115.1175712,3.5,152,Restaurants;Sandwiches;Food;Pizza;American (Traditional)
157888,"""Tommy Rocker's Mojave Beach Bar & Grill""",,"""4275 Dean Martin Dr""",36.1121042,-115.1823118,3.5,69,Bars;American (Traditional);Nightlife;Restaurants
157937,"""Papa John's Pizza""",Summerlin,"""10217 W Charleston Blvd, Ste A""",36.1584825,-115.3171465,2,4,Pizza;Restaurants
157945,"""Taste""",Southwest,"""7945 S Rainbow Blvd, Ste B""",36.04439434,-115.243879,4,74,Chinese;Restaurants;Seafood;Szechuan;Cantonese
158069,"""The Cheesecake Factory""",Downtown,"""505 S Grand Central Pkwy, Ste 3201""",36.1661416,-115.1564436,3,229,Seafood;Desserts;Breakfast & Brunch;American (New);Restaurants;Food;American (Traditional)
158092,"""Rocco's NY Pizzeria""",Spring Valley,"""6870 S Rainbow Blvd""",36.064201,-115.241566,3.5,211,Food;Pasta Shops;Pizza;Italian;Restaurants;Specialty Food
158107,"""McMullan's Irish Pub""",,"""4650 W Tropicana Ave""",36.1016609,-115.2042887,4,447,Restaurants;Irish Pub;Nightlife;Bars;Irish;Breakfast & Brunch;Pubs
158129,"""In-N-Out Burger""",Sunrise,"""51 N Nellis""",36.1608412,-115.0627204,4,63,Fast Food;Restaurants;Burgers
158143,"""Red Square Restaurant & Vodka Lounge""",The Strip,"""3950 Las Vegas Blvd S""",36.09278851,-115.1761563,4,598,Casinos;Arts & Entertainment;Steakhouses;Lounges;American (New);Nightlife;Cocktail Bars;Restaurants;American (Traditional);Bars;Russian
158187,"""La Pizza""",The Strip,"""3655 Las Vegas Blvd S""",36.1123576,-115.1702214,3.5,57,Restaurants;Food Stands;Pizza
158260,"""Carl's Jr""",Westside,"""9040 W Sahara""",36.14455713,-115.2956618,2.5,28,Burgers;Fast Food;Restaurants
158327,"""Panda Express""",The Strip,"""3475 S Las Vegas Blvd""",36.1193098,-115.1717702,2.5,10,Restaurants;Fast Food;Chinese
158328,"""Burger Brasserie""",The Strip,"""3655 Las Vegas Blvd S""",36.112648,-115.170283,3.5,611,American (Traditional);Burgers;Restaurants
158329,"""Del Taco""",The Strip,"""3785 Las Vegas Blvd S""",36.1035296,-115.1723424,3,39,Mexican;Restaurants;Fast Food
158384,"""Thai Taste""",Westside,"""240 S Rainbow Blvd""",36.1713222,-115.2448862,3.5,55,Thai;Chinese;Restaurants
158452,"""Ichi Ramen House""",Centennial,"""7920 W Tropical Pkwy, Ste 170""",36.2715522,-115.2676311,4,165,Restaurants;Sushi Bars;Ramen;Asian Fusion;Japanese
158512,"""Fuddruckers""",Spring Valley,"""4195 South Grand Canyon Dr, Ste 101""",36.11330925,-115.3092668,3.5,191,Burgers;American (Traditional);Restaurants
158601,"""Panda Express""",Southwest,"""4720 Blue Diamond Rd, Ste 1040""",36.0341615,-115.2054062,2.5,54,Fast Food;Chinese;Restaurants
158661,"""Capriotti's Sandwich Shop""",Downtown,"""200 Lewis Ave""",36.1664205,-115.1462142,3.5,13,Restaurants;Sandwiches
158667,"""Taco Bell""",Eastside,"""1109 E. Twain""",36.122409,-115.13732,3,16,Tex-Mex;Mexican;Restaurants;Fast Food
158704,"""Dirt Dog""",Southwest,"""8390 S Rainbow Blvd, Ste 100""",36.0359229,-115.2429072,4.5,631,Restaurants;Gastropubs;Desserts;American (New);Street Vendors;American (Traditional);Hot Dogs;Food
158831,"""Overlook Grill""",The Strip,"""The Cosmopolitan Of Las Vegas, 3708 Las Vegas Blvd S""",36.10963296,-115.1741339,3.5,136,Restaurants;Breakfast & Brunch;Seafood;American (Traditional)
158863,"""Domino's Pizza""",,"""5355 S Decatur Blvd""",36.0922493,-115.208489,2.5,44,Pizza;Chicken Wings;Sandwiches;Restaurants
158880,"""BF Sushi""",Spring Valley,"""6375 S Rainbow Blvd, Ste 102""",36.0724699,-115.243565,4,34,Restaurants;Sushi Bars;Japanese
159078,"""Chuck E Cheeses""",Sunrise,"""350 N Nellis Blvd, Ste 100""",36.16625701,-115.0608354,2.5,18,Pizza;Restaurants
159090,"""Irene's Gaming Lounge""",,"""6125 W Tropicana Ave""",36.0990918,-115.2261243,2,6,Restaurants;Bars;Nightlife;American (Traditional)
159131,"""Narong's Thai Kitchen""",,"""4889 E Craig Rd, Ste A""",36.2400519,-115.0671549,4.5,49,Fast Food;Thai;Restaurants
159138,"""Rush Hour Tavern""",,"""3985 E Sunset Rd, Ste A""",36.07063605,-115.0876811,4,12,Nightlife;Bars;American (Traditional);Restaurants
159160,"""Milano's Pizzeria""",Eastside,"""4640 Paradise Rd, Ste 8""",36.1053642,-115.150647,2.5,5,Restaurants;Pizza
159173,"""Papa John's Pizza""",Spring Valley,"""Tropicana & Fort Apa""",36.0999521,-115.2973956,2,6,Pizza;Restaurants
159186,"""Boomer's Bar""",Westside,"""3200 W Sirius Ave""",36.133909,-115.1835692,3.5,22,Bars;Music Venues;Restaurants;Nightlife;Arts & Entertainment;Dive Bars;American (Traditional)
159223,"""StripSteak""",The Strip,"""3950 S Las Vegas Blvd""",36.0911934,-115.1765744,4,1090,American (New);Cheesesteaks;Restaurants;Steakhouses
159234,"""ChiAm Restaurant""",Westside,"""6300 W Charleston Blvd, Ste 170""",36.159498,-115.2308837,3.5,64,Restaurants;Fast Food;Chinese;Dim Sum
159317,"""Villa Fresh Italian Kitchen""",South Summerlin,"""11011 W Charleston Blvd""",36.1564004,-115.3335562,2,23,Restaurants;Pizza
159318,"""Ori'Zaba's Scratch Mexican Grill""",South Summerlin,"""11015 Sage Park Dr, Ste 120""",36.14824611,-115.3335926,3.5,64,Mexican;Restaurants
159424,"""Joey's Pizza""",,"""3310 S Nellis Blvd""",36.12927845,-115.0643773,3,51,Pizza;Sandwiches;Restaurants
159498,"""Loftti Cafe""",Southwest,"""7729 S Rainbow Blvd, Ste 9B""",36.04816536,-115.2442547,4.5,180,Restaurants;Bubble Tea;Cafes;Sandwiches;Desserts;Shaved Ice;Juice Bars & Smoothies;Coffee & Tea;Food
159604,"""Denny's""",Spring Valley,"""9310 W Tropicana Ave""",36.10065571,-115.2957482,2.5,93,Restaurants;Diners;American (Traditional);Breakfast & Brunch
159615,"""Dickey's Barbecue Pit""",Spring Valley,"""5597 S Rainbow Blvd, Ste 110""",36.08738,-115.24358,3.5,143,Barbeque;Restaurants
159667,"""Spicy Moment Restaurant""",Chinatown,"""3383 S Jones Blvd""",36.1275457,-115.225503,4.5,12,Restaurants;Chinese;Szechuan
159677,"""Turmeric Flavors of India""",Downtown,"""700 E Fremont St""",36.16837371,-115.1381192,4.5,97,Restaurants;Nightlife;Indian;Bars
159726,"""Domino's Pizza""",Summerlin,"""8532 Del Webb Blvd, Ste 116""",36.2109214,-115.2799156,3,23,Restaurants;Chicken Wings;Sandwiches;Pizza
159752,"""La Palma Market""",Westside,"""6700 W Charleston Blvd, Ste F""",36.15962,-115.2425364,4,4,Restaurants;Mexican
159772,"""Ginseng Korean BBQ II""",The Strip,"""3765 S Las Vegas Blvd""",36.1050193,-115.171768,3,291,Restaurants;Barbeque;Korean
159873,"""The Lodge at Shelbourne""",Southwest,"""8350 S Rainbow Blvd""",36.03671,-115.24285,3,81,American (Traditional);Bars;Nightlife;Restaurants;Pubs
159894,"""Puerto Rico Express""",Downtown,"""1516 S Las Vegas Blvd""",36.1524993,-115.1519481,4.5,45,Caribbean;Restaurants;Puerto Rican
159938,"""Yama Sushi""",Chinatown,"""3909 Spring Mt Rd""",36.1264728,-115.1919017,3.5,524,Restaurants;Sushi Bars
159940,"""Osi's Kitchen""",Westside,"""4604 W Sahara Ave, Ste 6""",36.14496173,-115.204818,4.5,127,Caterers;Mediterranean;Food;Kosher;Restaurants;Middle Eastern;Event Planning & Services
159981,"""Shucks Tavern & Oyster Bar""",Spring Valley,"""9338 W Flamingo Rd""",36.11522152,-115.2943618,3.5,233,Seafood;Nightlife;Restaurants;Sports Bars;Bars
160088,"""Maza Mediterranean Grill & Lounge""",Westside,"""2550 S Rainbow Blvd""",36.14255733,-115.2423816,4,338,Restaurants;Turkish;Halal;Lounges;Beer;Wine & Spirits;Greek;Mediterranean;Nightlife;Bars;Middle Eastern;Food
160123,"""Mochiko Chicken""",Westside,"""2101 S Decatur Blvd""",36.1486584,-115.2098129,4.5,350,Chicken Wings;Comfort Food;Barbeque;Asian Fusion;Chicken Shop;American (New);Southern;Restaurants;Hawaiian
160133,"""The Broiler""",,"""4111 Boulder Hwy""",36.1337103,-115.0850568,4,75,Seafood;Buffets;Restaurants;Steakhouses
160179,"""Popeyes Lousiana Kitchen""",The Strip,"""3850 Las Vegas Blvd S""",36.0987307,-115.175777,2.5,34,Food;American (New);Fast Food;Chicken Wings;Restaurants;Cajun/Creole
160180,"""Pan Asian Express""",The Strip,"""3799 Las Vegas Blvd""",36.1022507,-115.1699679,2.5,51,Pan Asian;Chinese;Restaurants
160239,"""McDonald's""",The Strip,"""2896 Las Vegas Blvd S""",36.1356025,-115.1633284,2.5,31,Fast Food;Restaurants;Burgers
160241,"""Kung Fu Thai & Chinese Restaurant""",Chinatown,"""3505 S Valley View Blvd""",36.126175,-115.19047,3.5,438,Chinese;Restaurants;Vegetarian;Thai
160253,"""Coco's Bakery Restaurant""",Eastside,"""169 E Tropicana Rd""",36.1003585,-115.1652072,4,281,Food;American (Traditional);Restaurants;Bakeries
160294,"""Hussong's Cantina Las Vegas""",The Strip,"""3930 S Las Vegas Blvd, Ste 121B""",36.094254,-115.176019,3.5,615,Mexican;Food;Burgers;Vegetarian;Vegan;Beer;Wine & Spirits;Restaurants
160326,"""Sonic Drive-In""",Northwest,"""4442 N Decatur Blvd""",36.240226,-115.2069843,2.5,37,American (Traditional);Burgers;Restaurants;Fast Food
160367,"""Space BBQ & Karaoke""",Chinatown,"""5115 Spring Mountain Rd, Ste 107""",36.1256933,-115.2112778,4.5,19,Nightlife;Hot Pot;Szechuan;Barbeque;Karaoke;Restaurants;Chinese
160388,"""Homie's Cinnamon Rolls and Comfort Cafe""",Southeast,"""3035 E Tropicana Ave, Ste E""",36.0992176,-115.1096599,4.5,122,Bakeries;Food;Restaurants;Breakfast & Brunch
160394,"""Charlies  Lakeside Restaurant & Lounge""",The Lakes,"""8603 W Sahara Ave""",36.143528,-115.279399,3.5,35,Arts & Entertainment;American (Traditional);Restaurants;Casinos;Sports Bars;Bars;Lounges;Nightlife
160458,"""Applebee's Neighborhood Grill & Bar""",Southeast,"""820 E Warm Springs Rd""",36.0575942,-115.1451253,2.5,80,Restaurants;Nightlife;Bars;Steakhouses;American (Traditional);Burgers;American (New);Chicken Wings;Sports Bars
160484,"""Armaan Taste of India""",Southeast,"""9890 S Maryland Pkwy, Ste 18""",36.0101631,-115.1352312,4.5,27,Pakistani;Restaurants;Indian
160486,"""Metro Diner""",Spring Valley,"""9595 W Tropicana Ave""",36.0997379,-115.3015683,4.5,293,Diners;Restaurants;American (Traditional);Breakfast & Brunch
160489,"""Piccadilly Pizza Fremont""",Downtown,"""322 Fremont St""",36.170125,-115.141972,2.5,70,Pizza;Restaurants
160554,"""Hennessey's Tavern""",Downtown,"""425 Fremont St, Suite 110""",36.1690627,-115.1414881,3,340,Irish Pub;Irish;Nightlife;Restaurants;Bars;Pubs
160567,"""La Mojarra Loca Grill""",Eastside,"""2797 S Maryland Pkwy""",36.13783522,-115.1372932,4,187,Bars;Restaurants;Nightlife;Mexican;Seafood
160580,"""Sonic Drive-In""",Southeast,"""2082 E Warm Springs Rd""",36.0578552,-115.1234868,2.5,89,Fast Food;Restaurants;American (Traditional);Burgers
160587,"""ARIA Café""",The Strip,"""3730 Las Vegas Blvd S""",36.10830246,-115.1766069,2.5,758,American (New);Breakfast & Brunch;Restaurants;Cafes
160588,"""Jaburritos""",The Strip,"""3535 S Las Vegas Blvd""",36.11757547,-115.1702916,4.5,189,Mexican;Japanese;Restaurants;Asian Fusion;Sushi Bars;Seafood
160611,"""DQ Grill & Chill Restaurant""",Southwest,"""7715 S Rainbow Blvd""",36.0482275,-115.2436689,2.5,5,Restaurants;Fast Food
160655,"""Pho Aimie""",Southwest,"""8390 S Rainbow Blvd, Ste 110""",36.0360346,-115.2429957,4,412,Restaurants;Vietnamese
